Id	Name	Longitude	Latitude	Depth	RecentDate	OldestDate	Archive	DataType	OriginalDataReference	OriginalDataDOI	DatabaseReference	DatabaseDOI
251	-	16.3	-56.8	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
252	-	11.8	-54.4	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
253	-	11.8	-54.4	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
254	-	10.4	-48.1	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
255	-	10.4	-48.1	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
256	-	10.4	-48.1	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
257	-	9.8	-45.3	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
258	-	10.1	-45.4	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
259	-	10.2	-45.5	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
260	-	11	-49.3	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
261	-	11.6	-58.2	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
262	-	10.3	-56.3	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
263	-	10.2	-56.3	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
264	-	10.2	-56.3	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
265	-	11.9	-54.9	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
266	-	10.4	-53	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
267	-	8.7	-51	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
268	-	7.2	-48.5	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
269	-	5.7	-46.4	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
270	-	4.8	-43.9	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
271	-	3.8	-42.8	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
272	-	3.3	-44.2	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
273	-	3.9	-46.1	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
274	-	5.8	-48	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
275	-	6.2	-50.1	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
276	-	8.2	-52.8	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
277	-	10.5	-55	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
278	-	10.6	-55.8	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
279	-	12.5	-55	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
280	-	12.5	-54.1	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
281	-	11.4	-53.8	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
282	-	11.8	-54.6	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
283	-	12	-57.6	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
284	-	11.4	-55.5	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
285	-	11.1	-53.4	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
286	-	9.9	-52.1	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
287	-	7.9	-52	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
288	-	7	-51	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
289	-	7.7	-50.8	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
290	-	9.1	-52.9	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
291	-	10.5	-55.1	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
292	-	12.1	-56.5	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
293	-	11	-55.4	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
294	-	9.4	-55.4	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
295	-	8	-54.9	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
296	-	8.5	-54.9	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
297	-	10.8	-55.9	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
298	-	12.1	-56.1	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
299	-	11.8	-56.3	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
300	-	11	-55.4	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
301	-	10.7	-53.4	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
302	-	10.6	-51.3	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
303	-	10.5	-49.2	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
304	-	8.1	-49.4	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
305	-	8.1	-53	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
306	-	9.1	-56.7	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
307	-	10.3	-56.6	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
308	-	10.8	-55.2	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
309	-	51.7	2.4	0	0	0	Iron from dust sample	Iron	Losno et al., 1992		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
310	-	48.8	-3.5	0	0	0	Iron from dust sample	Iron	Losno et al., 1992		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
311	-	45.3	-10.7	0	0	0	Iron from dust sample	Iron	Losno et al., 1992		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
312	-	42.4	-15.7	0	0	0	Iron from dust sample	Iron	Losno et al., 1992		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
313	-	40.3	-19.3	0	0	0	Iron from dust sample	Iron	Losno et al., 1992		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
314	-	38.1	-23.7	0	0	0	Iron from dust sample	Iron	Losno et al., 1992		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
315	-	34.6	-27.3	0	0	0	Iron from dust sample	Iron	Losno et al., 1992		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
316	-	29.1	-29.2	0	0	0	Iron from dust sample	Iron	Losno et al., 1992		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
317	-	21.7	-30	0	0	0	Iron from dust sample	Iron	Losno et al., 1992		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
318	-	13.7	-30	0	0	0	Iron from dust sample	Iron	Losno et al., 1992		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
319	-	7.5	-30	0	0	0	Iron from dust sample	Iron	Losno et al., 1992		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
320	-	2.4	-30	0	0	0	Iron from dust sample	Iron	Losno et al., 1992		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
321	-	-2.9	-30	0	0	0	Iron from dust sample	Iron	Losno et al., 1992		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
322	-	-9.8	-30	0	0	0	Iron from dust sample	Iron	Losno et al., 1992		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
323	-	-17.2	-30	0	0	0	Iron from dust sample	Iron	Losno et al., 1992		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
324	-	-23.1	-30	0	0	0	Iron from dust sample	Iron	Losno et al., 1992		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
325	-	-29.2	-31.3	0	0	0	Iron from dust sample	Iron	Losno et al., 1992		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
326	-	-30.3	-35.1	0	0	0	Iron from dust sample	Iron	Losno et al., 1992		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
327	-	58.5	6.4	0	0	0	Iron from dust sample	Iron	Maenhaut et al,1997		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
328	-	58.2	8.2	0	0	0	Iron from dust sample	Iron	Maenhaut et al,1997		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
329	-	51.1	4.1	0	0	0	Iron from dust sample	Iron	Maenhaut et al,1997		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
330	-	51	3.4	0	0	0	Iron from dust sample	Iron	Maenhaut et al,1997		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
331	-	27	-140	0	0	0	Iron from dust sample	Iron	Wu et al., 2007		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
332	-	29	-69	0	0	0	Iron from dust sample	Iron	Wu et al., 2007		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
333	-	30.65	138.68	0	0	0	Iron from dust sample	Iron	Buck et al. GGG, 2006	10.1029/2005GC000977	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
334	-	29	140.75	0	0	0	Iron from dust sample	Iron	Buck et al. GGG, 2006	10.1029/2005GC000977	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
335	-	28.02	142.02	0	0	0	Iron from dust sample	Iron	Buck et al. GGG, 2006	10.1029/2005GC000977	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
336	-	29.98	143.49	0	0	0	Iron from dust sample	Iron	Buck et al. GGG, 2006	10.1029/2005GC000977	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
337	-	31.69	144.78	0	0	0	Iron from dust sample	Iron	Buck et al. GGG, 2006	10.1029/2005GC000977	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
338	-	34.13	146.67	0	0	0	Iron from dust sample	Iron	Buck et al. GGG, 2006	10.1029/2005GC000977	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
339	-	34.46	147.02	0	0	0	Iron from dust sample	Iron	Buck et al. GGG, 2006	10.1029/2005GC000977	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
340	-	34.44	146.69	0	0	0	Iron from dust sample	Iron	Buck et al. GGG, 2006	10.1029/2005GC000977	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
341	-	34.59	144.5	0	0	0	Iron from dust sample	Iron	Buck et al. GGG, 2006	10.1029/2005GC000977	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
342	-	35.88	141.85	0	0	0	Iron from dust sample	Iron	Buck et al. GGG, 2006	10.1029/2005GC000977	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
343	-	37.17	143.83	0	0	0	Iron from dust sample	Iron	Buck et al. GGG, 2006	10.1029/2005GC000977	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
344	-	38.49	145.9	0	0	0	Iron from dust sample	Iron	Buck et al. GGG, 2006	10.1029/2005GC000977	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
345	-	41.23	150.33	0	0	0	Iron from dust sample	Iron	Buck et al. GGG, 2006	10.1029/2005GC000977	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
346	-	44	155	0	0	0	Iron from dust sample	Iron	Buck et al. GGG, 2006	10.1029/2005GC000977	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
347	-	44	155	0	0	0	Iron from dust sample	Iron	Buck et al. GGG, 2006	10.1029/2005GC000977	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
348	-	44	155	0	0	0	Iron from dust sample	Iron	Buck et al. GGG, 2006	10.1029/2005GC000977	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
349	-	44.38	155.73	0	0	0	Iron from dust sample	Iron	Buck et al. GGG, 2006	10.1029/2005GC000977	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
350	-	46.02	158.89	0	0	0	Iron from dust sample	Iron	Buck et al. GGG, 2006	10.1029/2005GC000977	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
351	-	47.16	161.16	0	0	0	Iron from dust sample	Iron	Buck et al. GGG, 2006	10.1029/2005GC000977	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
352	-	48.85	164.59	0	0	0	Iron from dust sample	Iron	Buck et al. GGG, 2006	10.1029/2005GC000977	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
353	-	50	167	0	0	0	Iron from dust sample	Iron	Buck et al. GGG, 2006	10.1029/2005GC000977	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
354	-	50	167.76	0	0	0	Iron from dust sample	Iron	Buck et al. GGG, 2006	10.1029/2005GC000977	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
355	-	49.76	170.58	0	0	0	Iron from dust sample	Iron	Buck et al. GGG, 2006	10.1029/2005GC000977	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
356	-	46.94	170.58	0	0	0	Iron from dust sample	Iron	Buck et al. GGG, 2006	10.1029/2005GC000977	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
357	-	44.9	170.58	0	0	0	Iron from dust sample	Iron	Buck et al. GGG, 2006	10.1029/2005GC000977	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
358	-	41.88	170.58	0	0	0	Iron from dust sample	Iron	Buck et al. GGG, 2006	10.1029/2005GC000977	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
359	-	39.85	170.58	0	0	0	Iron from dust sample	Iron	Buck et al. GGG, 2006	10.1029/2005GC000977	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
360	-	39.29	170.57	0	0	0	Iron from dust sample	Iron	Buck et al. GGG, 2006	10.1029/2005GC000977	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
361	-	37.31	170.58	0	0	0	Iron from dust sample	Iron	Buck et al. GGG, 2006	10.1029/2005GC000977	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
362	-	34.33	170.58	0	0	0	Iron from dust sample	Iron	Buck et al. GGG, 2006	10.1029/2005GC000977	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
363	-	33.77	170.57	0	0	0	Iron from dust sample	Iron	Buck et al. GGG, 2006	10.1029/2005GC000977	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
364	-	31.37	170.58	0	0	0	Iron from dust sample	Iron	Buck et al. GGG, 2006	10.1029/2005GC000977	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
365	-	30.5	170.58	0	0	0	Iron from dust sample	Iron	Buck et al. GGG, 2006	10.1029/2005GC000977	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
366	-	28.47	170.5	0	0	0	Iron from dust sample	Iron	Buck et al. GGG, 2006	10.1029/2005GC000977	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
367	-	26.59	170.42	0	0	0	Iron from dust sample	Iron	Buck et al. GGG, 2006	10.1029/2005GC000977	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
368	-	24.25	170.33	0	0	0	Iron from dust sample	Iron	Buck et al. GGG, 2006	10.1029/2005GC000977	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
369	-	24.25	170.33	0	0	0	Iron from dust sample	Iron	Buck et al. GGG, 2006	10.1029/2005GC000977	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
370	-	24.27	170.42	0	0	0	Iron from dust sample	Iron	Buck et al. GGG, 2006	10.1029/2005GC000977	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
371	-	24.7	172.47	0	0	0	Iron from dust sample	Iron	Buck et al. GGG, 2006	10.1029/2005GC000977	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
372	-	25.33	175.45	0	0	0	Iron from dust sample	Iron	Buck et al. GGG, 2006	10.1029/2005GC000977	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
373	-	25.78	177.62	0	0	0	Iron from dust sample	Iron	Buck et al. GGG, 2006	10.1029/2005GC000977	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
374	-	26.44	-179.19	0	0	0	Iron from dust sample	Iron	Buck et al. GGG, 2006	10.1029/2005GC000977	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
375	-	26.92	-176.89	0	0	0	Iron from dust sample	Iron	Buck et al. GGG, 2006	10.1029/2005GC000977	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
376	-	26.06	-175.1	0	0	0	Iron from dust sample	Iron	Buck et al. GGG, 2006	10.1029/2005GC000977	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
377	-	26	-175	0	0	0	Iron from dust sample	Iron	Buck et al. GGG, 2006	10.1029/2005GC000977	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
378	-	25.6	-172.24	0	0	0	Iron from dust sample	Iron	Buck et al. GGG, 2006	10.1029/2005GC000977	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
379	-	25.19	-170.12	0	0	0	Iron from dust sample	Iron	Buck et al. GGG, 2006	10.1029/2005GC000977	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
380	-	24.76	-167.55	0	0	0	Iron from dust sample	Iron	Buck et al. GGG, 2006	10.1029/2005GC000977	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
381	-	24.07	-165.54	0	0	0	Iron from dust sample	Iron	Buck et al. GGG, 2006	10.1029/2005GC000977	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
382	-	23.13	-162.98	0	0	0	Iron from dust sample	Iron	Buck et al. GGG, 2006	10.1029/2005GC000977	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
383	-	22.48	-160.88	0	0	0	Iron from dust sample	Iron	Buck et al. GGG, 2006	10.1029/2005GC000977	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
384	-	22.74	-158.03	0	0	0	Iron from dust sample	Iron	Buck et al. GGG, 2006	10.1029/2005GC000977	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
