Id	Name	Longitude	Latitude	Depth	RecentDate	OldestDate	Archive	DataType	OriginalDataReference	OriginalDataDOI	DatabaseReference	DatabaseDOI
509	-	31.2	121.4	0	0	0	Iron from dust sample	Iron	Ye et al., 2003	Concentration and chemical composition of PM2.5 in Shanghai for a 1-year period, Atmos. Environ., 37(4), 499-510, 2003.	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
510	-	30.2	120.1	0	0	0	Iron from dust sample	Iron	Cao et al., 2009	Seasonal variations and sources of mass and chemical composition for PM10 aerosol in Hangzhou, China, Particuology, 7(3), 161-168, 2009	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
511	-	39.9	116.4	0	0	0	Iron from dust sample	Iron	Okuda T, Kato J, Mori J, et al. Daily concentrations of trace metals in aerosols in Beijing, China, determined by using inductively coupled plasma mass spectrometry equipped with laser ablation analysis, and source identification of aerosols[J]. Science of the Total Environment, 2004, 330(1): 145-158.		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
512	-	39.9	116.4	0	0	0	Iron from dust sample	Iron	Sun et al., 2004	The air-borne particulate pollution in Beijing-concentration, composition, distribution and sources. Atmos. Environ., 38(35), 5991-6004, 2004.	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
513	-	39.9	116.4	0	0	0	Iron from dust sample	Iron	Sun et al., 2004	The air-borne particulate pollution in Beijing-concentration, composition, distribution and sources. Atmos. Environ., 38(35), 5991-6004, 2004.	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
514	-	25.96666667	117.3583333	0	0	0	Iron from dust sample	Iron	Yin et al., 2012	Chemical compositions of PM2.5 aerosol during haze periods in the mountainous city of Yong'an, China. J. Environ. Sci., 24(7), 1225-1233, 2012	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
515	-	25.96666667	117.3583333	0	0	0	Iron from dust sample	Iron	Yin et al., 2012	Chemical compositions of PM2.5 aerosol during haze periods in the mountainous city of Yong'an, China. J. Environ. Sci., 24(7), 1225-1233, 2013	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
516	-	25.96666667	117.3583333	0	0	0	Iron from dust sample	Iron	Yin et al., 2012	Chemical compositions of PM2.5 aerosol during haze periods in the mountainous city of Yong'an, China. J. Environ. Sci., 24(7), 1225-1233, 2014	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
517	-	30.66	104	0	0	0	Iron from dust sample	Iron	Tao et al.,2013	Chemical composition of PM2.5 in an urban environment in Chengdu, China: Importance of springtime dust storms and biomass burning. Atmos. Res., 122, 270-283, 2013.	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
518	-	30.66	104	0	0	0	Iron from dust sample	Iron	Tao et al.,2013	Chemical composition of PM2.5 in an urban environment in Chengdu, China: Importance of springtime dust storms and biomass burning. Atmos. Res., 122, 270-283, 2013.	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
519	-	36.66666667	117.0333333	0	0	0	Iron from dust sample	Iron	Yang et al., 2012	Airborne fine particulate pollution in Jinan, China: concentrations, chemical compositions and influence on visibility impairment. Atmo. Environ., 55, 506-514, 2012.	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
520	-	36.66666667	117.0333333	0	0	0	Iron from dust sample	Iron	Yang et al., 2012	Airborne fine particulate pollution in Jinan, China: concentrations, chemical compositions and influence on visibility impairment. Atmo. Environ., 55, 506-514, 2012.	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
521	-	36.66666667	117.0333333	0	0	0	Iron from dust sample	Iron	Yang et al., 2012	Airborne fine particulate pollution in Jinan, China: concentrations, chemical compositions and influence on visibility impairment. Atmo. Environ., 55, 506-514, 2012.	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
522	-	36.66666667	117.0333333	0	0	0	Iron from dust sample	Iron	Yang et al., 2012	Airborne fine particulate pollution in Jinan, China: concentrations, chemical compositions and influence on visibility impairment. Atmo. Environ., 55, 506-514, 2012.	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
523	-	27.41666667	100.1333333	0	0	0	Iron from dust sample	Iron	Zhang N, Cao J, Ho K, et al. Chemical characterization of aerosol collected at Mt. Yulong in wintertime on the southeastern Tibetan Plateau[J]. Atmospheric Research, 2012, 107: 76-85.	Chemical characterization of aerosol collected at Mt. Yulong in wintertime on the southeastern Tibetan Plateau. Atmos. Res., 107, 76-85, 2012.	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
524	-	39.8	116.4666667	0	0	0	Iron from dust sample	Iron	Yang et al., 2005	Airborne fine particulate pollution in Jinan, China: concentrations, chemical compositions and influence on visibility impairment. Atmo. Environ., 55, 506-514, 2012.	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
525	-	31.23333333	121.3166667	0	0	0	Iron from dust sample	Iron	Yang et al., 2005	Airborne fine particulate pollution in Jinan, China: concentrations, chemical compositions and influence on visibility impairment. Atmo. Environ., 55, 506-514, 2012.	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
526	-	34.8	113.5166667	0	0	0	Iron from dust sample	Iron	Geng et al., 2013	PM2.5 in an industrial district of Zhengzhou, China: Chemical composition and source apportionment, Particuology, 11(1), 99-109, 2013.	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
527	-	34.8	113.5166667	0	0	0	Iron from dust sample	Iron	Geng et al., 2013	PM2.5 in an industrial district of Zhengzhou, China: Chemical composition and source apportionment, Particuology, 11(1), 99-109, 2013.	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
528	-	34.8	113.5166667	0	0	0	Iron from dust sample	Iron	Geng et al., 2013	PM2.5 in an industrial district of Zhengzhou, China: Chemical composition and source apportionment, Particuology, 11(1), 99-109, 2013.	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
529	-	34.8	113.5166667	0	0	0	Iron from dust sample	Iron	Geng et al., 2013	PM2.5 in an industrial district of Zhengzhou, China: Chemical composition and source apportionment, Particuology, 11(1), 99-109, 2013.	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
530	-	27.41666667	100.1333333	0	0	0	Iron from dust sample	Iron	Zhang N, Cao J, Xu H, et al. Elemental compositions of PM< sub> 2.5</sub> and TSP in Lijiang, southeastern edge of Tibetan Plateau during pre-monsoon period[J]. Particuology, 2013, 11(1): 63-69.	Chemical characterization of aerosol collected at Mt. Yulong in wintertime on the southeastern Tibetan Plateau. Atmos. Res., 107, 76-85, 2012.	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
531	-	22.3	114.2	0	0	0	Iron from dust sample	Iron	Cohen,2004	10.1029/2003JD003569	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
532	-	33.28333333	126.1666667	0	0	0	Iron from dust sample	Iron	Kim et al., 2013	Seasonal Composition Characteristics of TSP and PM2.5 Aerosols at Gosan Site of Jeju Island, Korea during 2008-2011. Asian J. Atmos. Environ., 7(4), 217-226, 2013.	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
533	-	33.28333333	126.1666667	0	0	0	Iron from dust sample	Iron	Kim et al., 2013	Seasonal Composition Characteristics of TSP and PM2.5 Aerosols at Gosan Site of Jeju Island, Korea during 2008-2011. Asian J. Atmos. Environ., 7(4), 217-226, 2013.	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
534	-	33.28333333	126.1666667	0	0	0	Iron from dust sample	Iron	Kim et al., 2013	Seasonal Composition Characteristics of TSP and PM2.5 Aerosols at Gosan Site of Jeju Island, Korea during 2008-2011. Asian J. Atmos. Environ., 7(4), 217-226, 2013.	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
535	-	33.28333333	126.1666667	0	0	0	Iron from dust sample	Iron	Kim et al., 2013	Seasonal Composition Characteristics of TSP and PM2.5 Aerosols at Gosan Site of Jeju Island, Korea during 2008-2011. Asian J. Atmos. Environ., 7(4), 217-226, 2013.	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
536	-	-2	-60	0	0	0	Iron from dust sample	Iron	Artaxo,2002		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
537	-	-2	-55	0	0	0	Iron from dust sample	Iron	Artaxo,2002		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
538	-	-10	-57	0	0	0	Iron from dust sample	Iron	Maenhaut,2002		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
539	-	-11	-62	0	0	0	Iron from dust sample	Iron	Fuzzi,2007		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
540	-	64.9	-148.33	0	0	0	Iron from dust sample	Iron	Anguilar-Islas,Marine Chem., 2010		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
541	-	37.57	-122.473	0	0	0	Iron from dust sample	Iron	Anguilar-Islas,Marine Chem., 2010		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
542	-	57.4	-154.5	0	0	0	Iron from dust sample	Iron	Anguilar-Islas,Marine Chem., 2010		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
543	-	40.1	-88.4	0	0	0	Iron from dust sample	Iron	Malm et al, Atmos. Environ., 2007		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
544	-	43	-109.8	0	0	0	Iron from dust sample	Iron	Malm et al, Atmos. Environ., 2007		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
545	-	39.5	-74.4	0	0	0	Iron from dust sample	Iron	Malm et al, Atmos. Environ., 2007		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
546	-	35.6	-83.9	0	0	0	Iron from dust sample	Iron	Malm et al, Atmos. Environ., 2007		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
547	-	36	-112	0	0	0	Iron from dust sample	Iron	Malm et al, Atmos. Environ., 2007		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
548	-	46.8	-122.1	0	0	0	Iron from dust sample	Iron	Malm et al, Atmos. Environ., 2007		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
549	-	34.2	-116.9	0	0	0	Iron from dust sample	Iron	Malm et al, Atmos. Environ., 2007		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
550	-	36.5	-118.8	0	0	0	Iron from dust sample	Iron	Malm et al, Atmos. Environ., 2007		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
551	-	35.8	-93.2	0	0	0	Iron from dust sample	Iron	Malm et al, Atmos. Environ., 2007		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
552	-	38	6	0	0	0	Iron from dust sample	Iron	Herut,unpublished, from Mahowald,2009		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
553	-	38.8	10.6	0	0	0	Iron from dust sample	Iron	Herut,unpublished, from Mahowald,2009		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
554	-	37.6	11.5	0	0	0	Iron from dust sample	Iron	Herut,unpublished, from Mahowald,2009		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
555	-	35.2	21.5	0	0	0	Iron from dust sample	Iron	Herut,unpublished, from Mahowald,2009		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
556	-	34.7	24.3	0	0	0	Iron from dust sample	Iron	Herut,unpublished, from Mahowald,2009		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
557	-	34.6	25.6	0	0	0	Iron from dust sample	Iron	Herut,unpublished, from Mahowald,2009		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
558	-	35	26.5	0	0	0	Iron from dust sample	Iron	Herut,unpublished, from Mahowald,2009		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
559	-	33.9	30.5	0	0	0	Iron from dust sample	Iron	Herut,unpublished, from Mahowald,2009		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
560	-	34	34.2	0	0	0	Iron from dust sample	Iron	Herut,unpublished, from Mahowald,2009		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
561	-	33.5	33	0	0	0	Iron from dust sample	Iron	Herut,unpublished, from Mahowald,2009		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
562	-	33.5	31.8	0	0	0	Iron from dust sample	Iron	Herut,unpublished, from Mahowald,2009		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
563	-	33.1	23	0	0	0	Iron from dust sample	Iron	Herut,unpublished, from Mahowald,2009		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
564	-	33.6	32.5	0	0	0	Iron from dust sample	Iron	Herut,unpublished, from Mahowald,2009		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
565	-	33.3	32.3	0	0	0	Iron from dust sample	Iron	Herut,unpublished, from Mahowald,2009		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
566	-	33.4	32.3	0	0	0	Iron from dust sample	Iron	Herut,unpublished, from Mahowald,2009		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
567	-	33.3	32.3	0	0	0	Iron from dust sample	Iron	Herut,unpublished, from Mahowald,2009		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
568	-	33.2	32.4	0	0	0	Iron from dust sample	Iron	Herut,unpublished, from Mahowald,2009		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
569	-	33.3	32.3	0	0	0	Iron from dust sample	Iron	Herut,unpublished, from Mahowald,2009		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
570	-	33.3	32.3	0	0	0	Iron from dust sample	Iron	Herut,unpublished, from Mahowald,2009		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
571	-	33.3	32.4	0	0	0	Iron from dust sample	Iron	Herut,unpublished, from Mahowald,2009		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
572	-	36.5	34.3	0	0	0	Iron from dust sample	Iron	Markaki,2003		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
573	-	36.5	34.3	0	0	0	Iron from dust sample	Iron	Kocak et al.,2005		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
574	-	32.8	35	0	0	0	Iron from dust sample	Iron	Kocak et al.,2005		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
575	-	170.6	-69.52	0	0	0	Iron from dust sample	Iron	Edwards,2001	10.1029/2001GL012867	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
576	-	-170.67	-75	0	0	0	Iron from dust sample	Iron	Edwards,2001	10.1029/2001GL012867	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
577	-	-175.52	-76.45	0	0	0	Iron from dust sample	Iron	Edwards,2001	10.1029/2001GL012867	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
578	-	140.33	-64.6	0	0	0	Iron from dust sample	Iron	Edwards,2001	10.1029/2001GL012867	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
579	-	141.07	-64.88	0	0	0	Iron from dust sample	Iron	Edwards,2001	10.1029/2001GL012867	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
580	-	141.45	-64.97	0	0	0	Iron from dust sample	Iron	Edwards,2001	10.1029/2001GL012867	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
581	-	141.25	-64.93	0	0	0	Iron from dust sample	Iron	Edwards,2001	10.1029/2001GL012867	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
582	-	74.98	-65.57	0	0	0	Iron from dust sample	Iron	Edwards,2001	10.1029/2001GL012867	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
583	-	75	-64.9	0	0	0	Iron from dust sample	Iron	Edwards,2001	10.1029/2001GL012867	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
584	-	75.32	-66.12	0	0	0	Iron from dust sample	Iron	Edwards,2001	10.1029/2001GL012867	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
585	-	75.72	-66.3	0	0	0	Iron from dust sample	Iron	Edwards,2001	10.1029/2001GL012867	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
586	-	76.9	-70.57	0	0	0	Iron from dust sample	Iron	Edwards,2001	10.1029/2001GL012867	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
587	-	76.52	-73.43	0	0	0	Iron from dust sample	Iron	Edwards,2001	10.1029/2001GL012867	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
588	-	74.52	-74.9	0	0	0	Iron from dust sample	Iron	Edwards,2001	10.1029/2001GL012867	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
589	-	71.5	-75.85	0	0	0	Iron from dust sample	Iron	Edwards,2001	10.1029/2001GL012867	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
590	-	112.8	-66.77	0	0	0	Iron from dust sample	Iron	Edwards,2006	10.1029/2001GL012867	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
591	-	34.92	29.52	0	0	0	Iron from dust sample	Iron	Chase,2005	10.1029/2004JC002590	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
592	-	141.3	43.1	0	0	0	Iron from dust sample	Iron	Uematsu,2003	-	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
593	-	24.8	35.2	0	0	0	Iron from dust sample	Iron	Nihlen,1995	"""Influence of Aeolian Dust on Soil Formation in the Aegean Area,"" Zeitschrift fur Geomorphologie, Vol. 393, 1995, pp. 341-361."	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
594	-	4.8	43.5	0	0	0	Iron from dust sample	Iron	Guieu,1991	Atmospheric versus river inputs of metals to the Gulf of Lions. Mar. Pollut. Bull. 22, 176-183.	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
595	-	7.3	43.6	0	0	0	Iron from dust sample	Iron	Chester,1990	Atmospheric trace metals transported to the Western Mediterranean: data from a station on Cap Ferrat. Water PolL Res. Report 20, EROS 2000 (Martin, J. M. & Barth, H. eds), pp. 597-612. Envir. Res. Progr., Commiss, of European Communities.	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
596	-	-20.25	18.6	0	0	0	Iron from dust sample	Iron	Sarthou,2003	10.1016/S0967-0637	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
597	-	-19.15	13.25	0	0	0	Iron from dust sample	Iron	Sarthou,2003	10.1016/S0967-0637	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
598	-	-16.95	14.5	0	0	0	Iron from dust sample	Iron	Sarthou,2003	10.1016/S0967-0637	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
599	-	-13.4	3.65	0	0	0	Iron from dust sample	Iron	Sarthou,2003	10.1016/S0967-0637	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
600	-	-9.9	-0.7	0	0	0	Iron from dust sample	Iron	Sarthou,2003	10.1016/S0967-0637	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
601	-	-6.55	-4.9	0	0	0	Iron from dust sample	Iron	Sarthou,2003	10.1016/S0967-0637	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
602	-	-3.1	-9.15	0	0	0	Iron from dust sample	Iron	Sarthou,2003	10.1016/S0967-0637	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
603	-	0.5	-13.55	0	0	0	Iron from dust sample	Iron	Sarthou,2003	10.1016/S0967-0637	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
604	-	3.9	-17.7	0	0	0	Iron from dust sample	Iron	Sarthou,2003	10.1016/S0967-0637	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
