Id	Name	Longitude	Latitude	Depth	RecentDate	OldestDate	Archive	DataType	Reference	DOI
476	-	-19.9075	63.24083333	0	0	0	Iron from dust sample	Iron	Witt et al, 2010	
477	-	-49	144	0	0	0	Iron from dust sample	Iron	Bowie,2009	
478	-	-12.8	-145.9	0	0	0	Iron from dust sample	Iron	Wagener et al., 2008	
479	-	-9.6	-139.5	0	0	0	Iron from dust sample	Iron	Wagener et al., 2008	
480	-	-29.6	-100.2	0	0	0	Iron from dust sample	Iron	Wagener et al., 2008	
481	-	-32.8	-83	0	0	0	Iron from dust sample	Iron	Wagener et al., 2008	
482	-	-0.5	109.3	0	0	0	Iron from dust sample	Iron	Maenhaut,2002	
483	-	-0.3	100.3	0	0	0	Iron from dust sample	Iron	Maenhaut,2002	
484	-	-12.7	132.9	0	0	0	Iron from dust sample	Iron	Maenhaut,2000	
485	-	-16	29.5	0	0	0	Iron from dust sample	Iron	Maenhaut,2000	
486	-	-33.9	150.9	0	0	0	Iron from dust sample	Iron	Cohen,unpublished, from Mahowald,2009	
487	-	-57.2	-67.1	0	0	0	Iron from dust sample	Iron	Maenhaut, unpublished, from Mahowald, 2009	
488	-	-55.7	-63.4	0	0	0	Iron from dust sample	Iron	Maenhaut, unpublished, from Mahowald, 2009	
489	-	-57.5	-54.9	0	0	0	Iron from dust sample	Iron	Maenhaut, unpublished, from Mahowald, 2009	
490	-	-61.1	-27.7	0	0	0	Iron from dust sample	Iron	Maenhaut, unpublished, from Mahowald, 2009	
491	-	-58.2	-20.3	0	0	0	Iron from dust sample	Iron	Maenhaut, unpublished, from Mahowald, 2009	
492	-	-57.7	-15.7	0	0	0	Iron from dust sample	Iron	Maenhaut, unpublished, from Mahowald, 2009	
493	-	-57.3	-9.8	0	0	0	Iron from dust sample	Iron	Maenhaut, unpublished, from Mahowald, 2009	
494	-	-57.7	-3.5	0	0	0	Iron from dust sample	Iron	Maenhaut, unpublished, from Mahowald, 2009	
495	-	-56.7	0.2	0	0	0	Iron from dust sample	Iron	Maenhaut, unpublished, from Mahowald, 2009	
496	-	-54.2	1.7	0	0	0	Iron from dust sample	Iron	Maenhaut, unpublished, from Mahowald, 2009	
497	-	-51.7	3.2	0	0	0	Iron from dust sample	Iron	Maenhaut, unpublished, from Mahowald, 2009	
498	-	-48.8	4.8	0	0	0	Iron from dust sample	Iron	Maenhaut, unpublished, from Mahowald, 2009	
499	-	-46.3	7	0	0	0	Iron from dust sample	Iron	Maenhaut, unpublished, from Mahowald, 2009	
500	-	-43.6	9.7	0	0	0	Iron from dust sample	Iron	Maenhaut, unpublished, from Mahowald, 2009	
501	-	-40.4	10.7	0	0	0	Iron from dust sample	Iron	Maenhaut, unpublished, from Mahowald, 2009	
502	-	-38.3	12.6	0	0	0	Iron from dust sample	Iron	Maenhaut, unpublished, from Mahowald, 2009	
503	-	-36.8	15.2	0	0	0	Iron from dust sample	Iron	Maenhaut, unpublished, from Mahowald, 2009	
504	-	25.08	123.2	0	0	0	Iron from dust sample	Iron	Hsu et al., 2010	
505	-	26.08333333	119.3	0	0	0	Iron from dust sample	Iron	Xu et al., 2012	
506	-	26.08333333	119.3	0	0	0	Iron from dust sample	Iron	Xu et al., 2012	
507	-	26.08333333	119.3	0	0	0	Iron from dust sample	Iron	Xu et al., 2012	
508	-	26.08333333	119.3	0	0	0	Iron from dust sample	Iron	Xu et al., 2012	
509	-	31.2	121.4	0	0	0	Iron from dust sample	Iron	Ye et al., 2003	
510	-	30.2	120.1	0	0	0	Iron from dust sample	Iron	Cao et al., 2009	
511	-	39.9	116.4	0	0	0	Iron from dust sample	Iron	Okuda T, Kato J, Mori J, et al. Daily concentrations of trace metals in aerosols in Beijing, China, determined by using inductively coupled plasma mass spectrometry equipped with laser ablation analysis, and source identification of aerosols[J]. Science of the Total Environment, 2004, 330(1): 145-158.	
512	-	39.9	116.4	0	0	0	Iron from dust sample	Iron	Sun et al., 2004	
513	-	39.9	116.4	0	0	0	Iron from dust sample	Iron	Sun et al., 2004	
514	-	25.96666667	117.3583333	0	0	0	Iron from dust sample	Iron	Yin et al., 2012	
515	-	25.96666667	117.3583333	0	0	0	Iron from dust sample	Iron	Yin et al., 2012	
516	-	25.96666667	117.3583333	0	0	0	Iron from dust sample	Iron	Yin et al., 2012	
517	-	30.66	104	0	0	0	Iron from dust sample	Iron	Tao et al.,2013	
518	-	30.66	104	0	0	0	Iron from dust sample	Iron	Tao et al.,2013	
519	-	36.66666667	117.0333333	0	0	0	Iron from dust sample	Iron	Yang et al., 2012	
520	-	36.66666667	117.0333333	0	0	0	Iron from dust sample	Iron	Yang et al., 2012	
521	-	36.66666667	117.0333333	0	0	0	Iron from dust sample	Iron	Yang et al., 2012	
522	-	36.66666667	117.0333333	0	0	0	Iron from dust sample	Iron	Yang et al., 2012	
523	-	27.41666667	100.1333333	0	0	0	Iron from dust sample	Iron	Zhang N, Cao J, Ho K, et al. Chemical characterization of aerosol collected at Mt. Yulong in wintertime on the southeastern Tibetan Plateau[J]. Atmospheric Research, 2012, 107: 76-85.	
524	-	39.8	116.4666667	0	0	0	Iron from dust sample	Iron	Yang et al., 2005	
525	-	31.23333333	121.3166667	0	0	0	Iron from dust sample	Iron	Yang et al., 2005	
526	-	34.8	113.5166667	0	0	0	Iron from dust sample	Iron	Geng et al., 2013	
527	-	34.8	113.5166667	0	0	0	Iron from dust sample	Iron	Geng et al., 2013	
528	-	34.8	113.5166667	0	0	0	Iron from dust sample	Iron	Geng et al., 2013	
529	-	34.8	113.5166667	0	0	0	Iron from dust sample	Iron	Geng et al., 2013	
530	-	27.41666667	100.1333333	0	0	0	Iron from dust sample	Iron	Zhang N, Cao J, Xu H, et al. Elemental compositions of PM< sub> 2.5</sub> and TSP in Lijiang, southeastern edge of Tibetan Plateau during pre-monsoon period[J]. Particuology, 2013, 11(1): 63-69.	
531	-	22.3	114.2	0	0	0	Iron from dust sample	Iron	Cohen,2004	
532	-	33.28333333	126.1666667	0	0	0	Iron from dust sample	Iron	Kim et al., 2013	
533	-	33.28333333	126.1666667	0	0	0	Iron from dust sample	Iron	Kim et al., 2013	
534	-	33.28333333	126.1666667	0	0	0	Iron from dust sample	Iron	Kim et al., 2013	
535	-	33.28333333	126.1666667	0	0	0	Iron from dust sample	Iron	Kim et al., 2013	
536	-	-2	-60	0	0	0	Iron from dust sample	Iron	Artaxo,2002	
537	-	-2	-55	0	0	0	Iron from dust sample	Iron	Artaxo,2002	
538	-	-10	-57	0	0	0	Iron from dust sample	Iron	Maenhaut,2002	
539	-	-11	-62	0	0	0	Iron from dust sample	Iron	Fuzzi,2007	
540	-	64.9	-148.33	0	0	0	Iron from dust sample	Iron	Anguilar-Islas,Marine Chem., 2010	
541	-	37.57	-122.473	0	0	0	Iron from dust sample	Iron	Anguilar-Islas,Marine Chem., 2010	
542	-	57.4	-154.5	0	0	0	Iron from dust sample	Iron	Anguilar-Islas,Marine Chem., 2010	
543	-	40.1	-88.4	0	0	0	Iron from dust sample	Iron	Malm et al, Atmos. Environ., 2007	
544	-	43	-109.8	0	0	0	Iron from dust sample	Iron	Malm et al, Atmos. Environ., 2007	
545	-	39.5	-74.4	0	0	0	Iron from dust sample	Iron	Malm et al, Atmos. Environ., 2007	
546	-	35.6	-83.9	0	0	0	Iron from dust sample	Iron	Malm et al, Atmos. Environ., 2007	
547	-	36	-112	0	0	0	Iron from dust sample	Iron	Malm et al, Atmos. Environ., 2007	
548	-	46.8	-122.1	0	0	0	Iron from dust sample	Iron	Malm et al, Atmos. Environ., 2007	
549	-	34.2	-116.9	0	0	0	Iron from dust sample	Iron	Malm et al, Atmos. Environ., 2007	
550	-	36.5	-118.8	0	0	0	Iron from dust sample	Iron	Malm et al, Atmos. Environ., 2007	
551	-	35.8	-93.2	0	0	0	Iron from dust sample	Iron	Malm et al, Atmos. Environ., 2007	
552	-	38	6	0	0	0	Iron from dust sample	Iron	Herut,unpublished, from Mahowald,2009	
553	-	38.8	10.6	0	0	0	Iron from dust sample	Iron	Herut,unpublished, from Mahowald,2009	
554	-	37.6	11.5	0	0	0	Iron from dust sample	Iron	Herut,unpublished, from Mahowald,2009	
555	-	35.2	21.5	0	0	0	Iron from dust sample	Iron	Herut,unpublished, from Mahowald,2009	
556	-	34.7	24.3	0	0	0	Iron from dust sample	Iron	Herut,unpublished, from Mahowald,2009	
557	-	34.6	25.6	0	0	0	Iron from dust sample	Iron	Herut,unpublished, from Mahowald,2009	
558	-	35	26.5	0	0	0	Iron from dust sample	Iron	Herut,unpublished, from Mahowald,2009	
559	-	33.9	30.5	0	0	0	Iron from dust sample	Iron	Herut,unpublished, from Mahowald,2009	
560	-	34	34.2	0	0	0	Iron from dust sample	Iron	Herut,unpublished, from Mahowald,2009	
561	-	33.5	33	0	0	0	Iron from dust sample	Iron	Herut,unpublished, from Mahowald,2009	
562	-	33.5	31.8	0	0	0	Iron from dust sample	Iron	Herut,unpublished, from Mahowald,2009	
563	-	33.1	23	0	0	0	Iron from dust sample	Iron	Herut,unpublished, from Mahowald,2009	
564	-	33.6	32.5	0	0	0	Iron from dust sample	Iron	Herut,unpublished, from Mahowald,2009	
565	-	33.3	32.3	0	0	0	Iron from dust sample	Iron	Herut,unpublished, from Mahowald,2009	
566	-	33.4	32.3	0	0	0	Iron from dust sample	Iron	Herut,unpublished, from Mahowald,2009	
567	-	33.3	32.3	0	0	0	Iron from dust sample	Iron	Herut,unpublished, from Mahowald,2009	
568	-	33.2	32.4	0	0	0	Iron from dust sample	Iron	Herut,unpublished, from Mahowald,2009	
569	-	33.3	32.3	0	0	0	Iron from dust sample	Iron	Herut,unpublished, from Mahowald,2009	
570	-	33.3	32.3	0	0	0	Iron from dust sample	Iron	Herut,unpublished, from Mahowald,2009	
571	-	33.3	32.4	0	0	0	Iron from dust sample	Iron	Herut,unpublished, from Mahowald,2009	
572	-	36.5	34.3	0	0	0	Iron from dust sample	Iron	Markaki,2003	
573	-	36.5	34.3	0	0	0	Iron from dust sample	Iron	Kocak et al.,2005	
574	-	32.8	35	0	0	0	Iron from dust sample	Iron	Kocak et al.,2005	
575	-	170.6	-69.52	0	0	0	Iron from dust sample	Iron	Edwards,2001	
576	-	-170.67	-75	0	0	0	Iron from dust sample	Iron	Edwards,2001	
577	-	-175.52	-76.45	0	0	0	Iron from dust sample	Iron	Edwards,2001	
578	-	140.33	-64.6	0	0	0	Iron from dust sample	Iron	Edwards,2001	
579	-	141.07	-64.88	0	0	0	Iron from dust sample	Iron	Edwards,2001	
580	-	141.45	-64.97	0	0	0	Iron from dust sample	Iron	Edwards,2001	
581	-	141.25	-64.93	0	0	0	Iron from dust sample	Iron	Edwards,2001	
582	-	74.98	-65.57	0	0	0	Iron from dust sample	Iron	Edwards,2001	
583	-	75	-64.9	0	0	0	Iron from dust sample	Iron	Edwards,2001	
584	-	75.32	-66.12	0	0	0	Iron from dust sample	Iron	Edwards,2001	
585	-	75.72	-66.3	0	0	0	Iron from dust sample	Iron	Edwards,2001	
586	-	76.9	-70.57	0	0	0	Iron from dust sample	Iron	Edwards,2001	
587	-	76.52	-73.43	0	0	0	Iron from dust sample	Iron	Edwards,2001	
588	-	74.52	-74.9	0	0	0	Iron from dust sample	Iron	Edwards,2001	
589	-	71.5	-75.85	0	0	0	Iron from dust sample	Iron	Edwards,2001	
590	-	112.8	-66.77	0	0	0	Iron from dust sample	Iron	Edwards,2006	
591	-	34.92	29.52	0	0	0	Iron from dust sample	Iron	Chase,2005	
592	-	141.3	43.1	0	0	0	Iron from dust sample	Iron	Uematsu,2003	
593	-	24.8	35.2	0	0	0	Iron from dust sample	Iron	Nihlen,1995	
594	-	4.8	43.5	0	0	0	Iron from dust sample	Iron	Guieu,1991	
595	-	7.3	43.6	0	0	0	Iron from dust sample	Iron	Chester,1990	
596	-	-20.25	18.6	0	0	0	Iron from dust sample	Iron	Sarthou,2003	
597	-	-19.15	13.25	0	0	0	Iron from dust sample	Iron	Sarthou,2003	
598	-	-16.95	14.5	0	0	0	Iron from dust sample	Iron	Sarthou,2003	
599	-	-13.4	3.65	0	0	0	Iron from dust sample	Iron	Sarthou,2003	
600	-	-9.9	-0.7	0	0	0	Iron from dust sample	Iron	Sarthou,2003	
601	-	-6.55	-4.9	0	0	0	Iron from dust sample	Iron	Sarthou,2003	
602	-	-3.1	-9.15	0	0	0	Iron from dust sample	Iron	Sarthou,2003	
603	-	0.5	-13.55	0	0	0	Iron from dust sample	Iron	Sarthou,2003	
604	-	3.9	-17.7	0	0	0	Iron from dust sample	Iron	Sarthou,2003	
